unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
591_border_in_air,591,Update,2020-04-05 16:47:27,No,ROU,Romania,ROU.36_1,Suceava,NA,NA,closed_border,Border closures for entering by air,2020-03-30,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,"Flights in and out of Stefan Cel Mare international airport in Suceava is allowed only for flights made with stateowned aircrafts, cargo and mail flights, humanitarian flights or flights providing emergency medical services, as well as for technical landings for noncommercial purposes. All commercial passenger travel is prohibited. ",https://www.mai.gov.ro/wp-content/uploads/2019/01/om-6-EN.pdf,https://www.dropbox.com/s/v79o4bmzgri79fz/591_closed_border.pdf?dl=1,Verified
591_border_in_land,591,Update,2020-04-05 16:47:27,No,ROU,Romania,ROU.36_1,Suceava,NA,NA,closed_border,Border closures for entering by land,2020-03-30,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Rail and road passenger transportation is prohibited into and out of the quarantine area.,https://www.mai.gov.ro/wp-content/uploads/2019/01/om-6-EN.pdf,https://www.dropbox.com/s/v79o4bmzgri79fz/591_closed_border.pdf?dl=1,Verified
591_border_out_air,591,Update,2020-04-05 16:47:27,No,ROU,Romania,ROU.36_1,Suceava,NA,NA,closed_border,Border closures for leaving by air,2020-03-30,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,"Flights in and out of Stefan Cel Mare international airport in Suceava is allowed only for flights made with stateowned aircrafts, cargo and mail flights, humanitarian flights or flights providing emergency medical services, as well as for technical landings for noncommercial purposes. All commercial passenger travel is prohibited. ",https://www.mai.gov.ro/wp-content/uploads/2019/01/om-6-EN.pdf,https://www.dropbox.com/s/v79o4bmzgri79fz/591_closed_border.pdf?dl=1,Verified
591_border_out_land,591,Update,2020-04-05 16:47:27,No,ROU,Romania,ROU.36_1,Suceava,NA,NA,closed_border,Border closures for leaving by land,2020-03-30,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Rail and road passenger transportation is prohibited into and out of the quarantine area.,https://www.mai.gov.ro/wp-content/uploads/2019/01/om-6-EN.pdf,https://www.dropbox.com/s/v79o4bmzgri79fz/591_closed_border.pdf?dl=1,Verified
591_limit_mvt,591,Update,2020-04-05 16:50:50,No,ROU,Romania,ROU.36_1,Suceava,NA,NA,limited_mvt,Limiting movement within borders,2020-03-30,fully restricted,Strongly Implemented,NA,NA,NA,NA,NA,NA,"People in the protection area (Suceava municipality and surrounding areas  Ad^ancata, Salcea, Ipotesti, Bosanci, Moara, Scheia, Patrauti and Mitocu Dragomirnei) are not allowed to travel between localities for any social or professional reason, except those employed in the following fields Transport of goods necessary to sustain the quarantined population and the economic activities of the quarantined area.Defense, public order, national security, health, emergency situations, local public administration, social assistance and protection, judiciary, utilities, agriculture, energy, food, water supply, communications, transport.Access between localities through access areas and roads other than the ones open to public circulation is strictly forbidden.",https://www.mai.gov.ro/wp-content/uploads/2019/01/om-6-EN.pdf,https://www.dropbox.com/s/2mxokn2mlfy9lsq/591_limited_mvt.pdf?dl=1,Verified
592_limit_mvt,592,Update,2020-04-05 17:04:28,No,ROU,Romania,ROU.25_1,Ialomita,Tandarei,NA,limited_mvt,Limiting movement within borders,2020-04-04,partially restricted,Partially Implemented,entire population,NA,NA,NA,NA,NA,"For the duration of the national state of emergency, Tandarei town is closed and entry and exit to and from the town is restricted only for the following purposes Transport of goods necessary to sustain the quarantined population and the economic activities of the quarantined area.People who do not reside in the quarantine area but who carry out economic activities, or work in defense, public order, national security, health, emergency situations, local public administration, social assistance and protection, judiciary, utilities, agriculture, energy, food, water supply, communications, transport.Access between localities through other access areas and roads than the ones open to public circulation is strictly forbidden. ",https://www.mai.gov.ro/wp-content/uploads/2019/01/ordonanta-militara-7-din-4-aprilie-2020-engl.pdf,https://www.dropbox.com/s/5np0cvumn4d4h0f/592_limited_mvt.pdf?dl=1,Verified
594_gathering_size,594,Update,2020-04-05 23:28:36,No,USA,United States of America,USA.9_1,District of Columbia,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-16,required,Strongly Implemented,entire population,required,NA,49,NA,NA,"Attachment, Section I.B. Mass Gathering defined as event or convening in single confined or enclosed space or confined outdoor space, excluding US governmentowned property; multiple spaces in single building, schools and childcare facilities (not including spaces with 50 children at one time; hotels; grocery stores, shopping malls, or other retail establishments where it is unusual for people to be within armslength for extended time. In effect until March 31, 2020, and may be extended during a declaration of a public emergency (Section III of Mayors Order MO 202048 that was uploaded with entry on 4/5/20); this duration was extended by subsequent Mayors Orders that will be uploaded with newer updateentries","https://www.dcregs.dc.gov/Common/MayorOrders.aspx?Type=MayorOrder&OrderNumber=2020-048

click on ""View Text"" under ""Notice"" in table, which enables download of Order in pdf format ",https://www.dropbox.com/s/gmx14k56fod7cas/594_social_group_limits.pdf?dl=1,Unverified
595_border_in_air,595,Update,2020-04-05 17:50:08,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-18,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"All commercial flights to and from Spain are suspended for all Romanian airports for 14 days, starting March 18. ","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf; 

http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/;

https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf; ",https://www.dropbox.com/s/j9erlktitx5mqxf/595_closed_border.zip?dl=1,Verified
595_border_in_land,595,Update,2020-04-05 17:50:08,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for entering by land,2020-03-10,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Road routes for passengers to and from Italy suspended 10 March to 31 March. Rail routes to and from Italy suspended 12 March to 31 March. ,"https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf; 

http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/;

https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf; ",https://www.dropbox.com/s/j9erlktitx5mqxf/595_closed_border.zip?dl=1,Verified
595_border_in_sea,595,Update,2020-04-05 17:50:08,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for entering by sea,2020-03-24,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"Entry is denied to maritime crew arriving into Romanian seaports by boat from high risk (Red/Yellow zone) areas if they do not have the protective equipment, or if their vessel has in the last 14 days docked in a port located in a Red/Yellow risk area. Additionally, vessels are forbidden to dock in the following ports on the Danube River if they have in the last 14 days docked in a port port located in a Red/Yellow risk area 1. Sulina port for vessels coming from Black Sea2. Danube River mile 44 for vessels coming from Bastroe. ","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf; 

http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/;

https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf; ",https://www.dropbox.com/s/j9erlktitx5mqxf/595_closed_border.zip?dl=1,Verified
595_border_out_air,595,Update,2020-04-05 17:50:08,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for leaving by air,2020-03-18,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"All commercial flights to and from Spain are suspended for all Romanian airports for 14 days, starting March 18. ","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf; 

http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/;

https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf; ",https://www.dropbox.com/s/j9erlktitx5mqxf/595_closed_border.zip?dl=1,Verified
595_border_out_land,595,Update,2020-04-05 17:50:08,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for leaving by land,2020-03-10,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Road routes for passengers to and from Italy suspended 10 March to 31 March. Rail routes to and from Italy suspended 12 March to 31 March. ,"https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf; 

http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/;

https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf; ",https://www.dropbox.com/s/j9erlktitx5mqxf/595_closed_border.zip?dl=1,Verified
595_nursery_school,595,Update,2020-04-05 18:12:12,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Nursery school closures,2020-02-06,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"This guidance is specific for influenza. COVID19 is not mentioned.If there are 3 confirmed cases of influenza in a class/group of students, the class/group will be suspended. Return is contingent on signed medical certificates. If more than 20% of a schools students are absent for 3 consecutive days, the school will be suspended. Disinfection of the school unit is required. Postponing sports and cultural events to limit transmission. ",https://www.edu.ro/m%C4%83surile-transmise-de-ministerul-educa%C8%9Biei-%C8%99i-cercet%C4%83rii-ca-urmare-declar%C4%83rii-epidemiei-de-grip%C4%83,https://www.dropbox.com/s/oly0vdo1vuvxotp/595_school_closed.pdf?dl=1,Verified
595_primary_school,595,Update,2020-04-05 18:12:12,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Primary school closures,2020-02-06,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"This guidance is specific for influenza. If there are 3 confirmed cases of influenza in a class/group of students, the class/group will be suspended. Return is contingent on signed medical certificates. If more than 20% of a schools students are absent for 3 consecutive days, the school will be suspended. Disinfection of the school unit is required. Postponing sports and cultural events to limit transmission. ",https://www.edu.ro/m%C4%83surile-transmise-de-ministerul-educa%C8%9Biei-%C8%99i-cercet%C4%83rii-ca-urmare-declar%C4%83rii-epidemiei-de-grip%C4%83,https://www.dropbox.com/s/oly0vdo1vuvxotp/595_school_closed.pdf?dl=1,Verified
595_sec_school,595,Update,2020-04-05 18:12:12,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Secondary school closures,2020-02-06,partially closed,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"This guidance is specific for influenza. If there are 3 confirmed cases of influenza in a class/group of students, the class/group will be suspended. Return is contingent on signed medical certificates. If more than 20% of a schools students are absent for 3 consecutive days, the school will be suspended. Disinfection of the school unit is required. Postponing sports and cultural events to limit transmission. ",https://www.edu.ro/m%C4%83surile-transmise-de-ministerul-educa%C8%9Biei-%C8%99i-cercet%C4%83rii-ca-urmare-declar%C4%83rii-epidemiei-de-grip%C4%83,https://www.dropbox.com/s/oly0vdo1vuvxotp/595_school_closed.pdf?dl=1,Verified
595_confinement,595,Update,2020-04-05 17:54:57,Yes,ROU,Romania,NA,NA,NA,NA,household_confined,Household confinement,2020-03-23,fully restricted,Strongly Implemented,entire population,recommended,Yes,NA,NA,NA,"Movement outside of house/residence is recommended to only be done between the hours of 6.0022.00 for the following reasons only 1. Professional activities, 2. Getting goods for basic human and pet/animal needs, as well as to meet the needs of work/professional activities, 3. Medical activities that cannot be postponed or conducted remotely, 4. Care or accompaniment of dependents such as children, elderly, ill people or people with disabilities. 5. Shortterm outdoor activity for physical health of people and pets. Between 22.006.00, activity outside the house is mandated to only be done for the activities above. Personnel in the presidential administration, parliament, government, public ministries, institutes of defense, public order, national security, public utilities, and diplomatic bodies are exempted from the above. ",https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-on-measures-to-prevent-the-spread-of-COVID-19.pdf,https://www.dropbox.com/s/se855uusvs9ie3b/595_household_confined.pdf?dl=1,Verified
595_offices,595,Update,2020-04-05 18:16:00,Yes,ROU,Romania,NA,NA,NA,NA,office_closed,Office closures,2020-03-22,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Nonessential services, retailers, and dental offices are closed (except for emergency dental interventions).",https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-on-measures-to-prevent-the-spread-of-COVID-19.pdf,https://www.dropbox.com/s/8hdj1hbkmpb2hb7/595_office_closed.pdf?dl=1,Verified
595_entertainment,595,Update,2020-04-05 18:17:56,Yes,ROU,Romania,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-14,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Restriction against cultural, artistic, sport, religious, scientific and entertainment activities with over 50 people participating in indoor locations (including spas, salons, gyms, fitness classes, casinos, and gaming). ","http://www.ms.ro/2020/03/14/buletin-informativ-14-03-2020-ora-1600/
",https://www.dropbox.com/s/fis0sx2xc1ckoqd/595_entertainment_closed.pdf?dl=1,Verified
595_retail,595,Update,2020-04-05 18:22:34,Yes,ROU,Romania,NA,NA,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Retail stores and activities, except those selling food, veterinary products, pharmaceutical products, and cleaning products or services are ordered to close/suspend activity effective March 22, 2200.",https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-on-measures-to-prevent-the-spread-of-COVID-19.pdf,https://www.dropbox.com/s/8td67vk8nrvren9/595_store_closed.pdf?dl=1,Verified
595_gathering_size,595,Update,2020-04-05 18:28:57,Yes,ROU,Romania,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-10,recommended,Partially Implemented,entire population,recommended,NA,200,NA,NA,Events with over 200 participants need to consult with public health authorities. Events with fewer than 200 participants may go on as planned.,http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/,https://www.dropbox.com/s/bocgw39ocqayyjz/595_social_group_limits.pdf?dl=1,Verified
595_enforcement,595,Update,2020-04-05 18:31:38,Yes,ROU,Romania,NA,NA,NA,NA,enforcement_deployed,Military and police deployment,2020-03-16,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,"Effective from the state of emergency, National police, firefighters, gendarmes, and border guards are acting at national and local levels and involved in specific governmentprescribed duties to enforce the state of emergency.",http://www.ms.ro/2020/03/17/buletin-informativ-17-03-2020-ora-1000/,https://www.dropbox.com/s/f3hl6lwulzytwdx/595_enforcement_deployed.pdf?dl=1,Verified
596_offices,596,Update,2020-04-05 18:59:38,Yes,MWI,Malawi,NA,NA,NA,NA,office_closed,Office closures,2020-04-04,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"In order to decongest work places, all offices shall work in shifts with the exception of those working in essential services. ",https://www.facebook.com/malawigovernment/posts/1439405346245955?__tn__=K-R,https://www.dropbox.com/s/mj19empgivx48mn/596_office_closed.pdf?dl=1,Verified
597_border_in_air,597,Update,2020-04-05 19:40:24,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-23,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"All commercial flights to and from Italy are suspended for a period of 14 days, starting March 23. State, freight, mail, humanitarian, emergency flights are not included in this suspension.","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf;

http://www.ms.ro/2020/03/12/buletin-informativ-12-03-2020-ora-1000/",https://www.dropbox.com/s/ew8e0jl9xyp1wcn/597_closed_border.zip?dl=1,Verified
597_border_in_land,597,Update,2020-04-05 19:40:24,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for entering by land,2020-03-12,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"Road border crossings to and from Serbia on specific roads  PTF Vrbica  Valcani  road specific;  PTF Nakovo  Long  road specific;  PTF Jasa Tomic  Foeni  road specific; PTF Kaludjerovo  Naidas  road specific;  PTF Kusjak  Iron Gates II  road.Border traffic continues on these routes PTF Stamora Moravita (Timis County), PTF Jimbolia (Timis County) and PTF Iron Gates I (Mehedinti County).","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf;

http://www.ms.ro/2020/03/12/buletin-informativ-12-03-2020-ora-1000/",https://www.dropbox.com/s/ew8e0jl9xyp1wcn/597_closed_border.zip?dl=1,Verified
597_border_in_sea,597,Update,2020-04-05 19:40:24,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for entering by sea,2020-03-12,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Border crossings to and from Serbia on the following specific naval routes  PTF Golubac  Moldova Noua  road / naval specific;  PTF Kladovo  Drobeta Turnu Severin  naval specific; ,"https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf;

http://www.ms.ro/2020/03/12/buletin-informativ-12-03-2020-ora-1000/",https://www.dropbox.com/s/ew8e0jl9xyp1wcn/597_closed_border.zip?dl=1,Verified
597_border_out_air,597,Update,2020-04-05 19:40:24,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for leaving by air,2020-03-23,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"All commercial flights to and from Italy are suspended for a period of 14 days, starting March 23. State, freight, mail, humanitarian, emergency flights are not included in this suspension.","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf;

http://www.ms.ro/2020/03/12/buletin-informativ-12-03-2020-ora-1000/",https://www.dropbox.com/s/ew8e0jl9xyp1wcn/597_closed_border.zip?dl=1,Verified
597_border_out_land,597,Update,2020-04-05 19:40:24,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for leaving by land,2020-03-12,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"Road border crossings to and from Serbia on specific roads  PTF Vrbica  Valcani  road specific;  PTF Nakovo  Long  road specific;  PTF Jasa Tomic  Foeni  road specific; PTF Kaludjerovo  Naidas  road specific;  PTF Kusjak  Iron Gates II  road.Border traffic continues on these routes PTF Stamora Moravita (Timis County), PTF Jimbolia (Timis County) and PTF Iron Gates I (Mehedinti County).","https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf;

http://www.ms.ro/2020/03/12/buletin-informativ-12-03-2020-ora-1000/",https://www.dropbox.com/s/ew8e0jl9xyp1wcn/597_closed_border.zip?dl=1,Verified
597_border_out_sea,597,Update,2020-04-05 19:40:24,Yes,ROU,Romania,NA,NA,NA,NA,closed_border,Border closures for leaving by sea,2020-03-12,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Border crossings to and from Serbia on the following specific naval routes  PTF Golubac  Moldova Noua  road / naval specific;  PTF Kladovo  Drobeta Turnu Severin  naval specific; ,"https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf;

http://www.ms.ro/2020/03/12/buletin-informativ-12-03-2020-ora-1000/",https://www.dropbox.com/s/ew8e0jl9xyp1wcn/597_closed_border.zip?dl=1,Verified
597_nursery_school,597,Update,2020-04-05 19:07:01,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Nursery school closures,2020-03-10,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All schools closed 1122 March, with possibility of extension.",http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/,https://www.dropbox.com/s/y3mzrwjzrno96ch/597_school_closed.pdf?dl=1,Verified
597_primary_school,597,Update,2020-04-05 19:07:01,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Primary school closures,2020-03-10,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All schools closed 1122 March, with possibility of extension.",http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/,https://www.dropbox.com/s/y3mzrwjzrno96ch/597_school_closed.pdf?dl=1,Verified
597_sec_school,597,Update,2020-04-05 19:07:01,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Secondary school closures,2020-03-10,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All schools closed 1122 March, with possibility of extension.",http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/,https://www.dropbox.com/s/y3mzrwjzrno96ch/597_school_closed.pdf?dl=1,Verified
597_post_school,597,Update,2020-04-05 19:07:01,Yes,ROU,Romania,NA,NA,NA,NA,school_closed,Post-secondary school closures,2020-03-10,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,Postsecondary internships for medical students and experience programs for healthcare and sanitation workers are suspended if they were not started before March 9. ,http://www.ms.ro/2020/03/10/buletin-informativ-10-03-2020-ora-1000/,https://www.dropbox.com/s/y3mzrwjzrno96ch/597_school_closed.pdf?dl=1,Verified
597_entertainment,597,Update,2020-04-05 19:10:13,Yes,ROU,Romania,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-18,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"All cultural, artistic, sport, religious, scientific and entertainment activities with people participating in indoor locations (including spas, salons, gyms, fitness classes, casinos, and gaming) are suspended.",https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf,https://www.dropbox.com/s/rwwj2h2m26e7svm/597_entertainment_closed.pdf?dl=1,Verified
597_public_space,597,Update,2020-04-05 19:22:06,Yes,ROU,Romania,NA,NA,NA,NA,public_space_closed,Public space closures,2020-03-31,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Local government authorities must install disinfectant dispensers in the entrances of all housing buildings, and periodically disinfect elevators, stairs, and other common areas. ",https://www.mai.gov.ro/wp-content/uploads/2019/01/ordinance-4-2020-EN.pdf,https://www.dropbox.com/s/ej3poz2r31pdqjq/597_public_space_closed.pdf?dl=1,Verified
597_gathering_size,597,Update,2020-04-05 19:26:21,Yes,ROU,Romania,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-14,required,Strongly Implemented,entire population,required,NA,50,NA,NA,"Restriction against cultural, artistic, sport, religious, scientific and entertainment activities with over 50 people participating in indoor locations (including spas, salons, gyms, fitness classes, casinos, and gaming).Any event with over 100 people is forbidden even in outdoor spaces. For events with a maximum of 100 people, organizers must take action to enforce a distance of at least 1 meter between participants. ",http://www.ms.ro/2020/03/14/buletin-informativ-14-03-2020-ora-1600/,https://www.dropbox.com/s/nhozem4uvdw7ww8/597_social_group_limits.pdf?dl=1,Verified
597_masks,597,Update,2020-04-05 19:29:07,Yes,ROU,Romania,NA,NA,NA,NA,mask,Universal facemask policies,2020-03-24,required,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Agricultural traders and farmers are required to wear protective equipment (masks and gloves) when working at farm markets and interacting with customers.,https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf,https://www.dropbox.com/s/x7pyqgil0kba4ov/597_mask.pdf?dl=1,Verified
597_enforcement,597,Update,2020-04-05 19:30:47,Yes,ROU,Romania,NA,NA,NA,NA,enforcement_deployed,Military and police deployment,2020-03-24,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,Ministry of Defense (military services) will provide personnel and logistical support for public order duties and border crossings. ,https://www.mai.gov.ro/wp-content/uploads/2020/03/ordinance-3-EN-1.pdf,https://www.dropbox.com/s/74b123t8p4kdelo/597_enforcement_deployed.pdf?dl=1,Verified
597_restaurant_closed,597,Update,2020-04-05 19:18:11,Yes,ROU,Romania,NA,NA,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Serving and consuming food, alcoholic, and nonalcoholic beverages in public spaces (restaurants, cafes, hotels, other public places) is suspended.Entities above are allowed to continue selling food/beverages to customers for takeout, delivery, drivethrough, or room service.",https://www.mai.gov.ro/wp-content/uploads/2020/03/MILITARY-ORDINANCE-no.-1-1.pdf,https://www.dropbox.com/s/jtx7bqh5w6rza43/597_restaurant_closed.pdf?dl=1,Verified
598_longterm_care,598,Update,2020-04-05 20:41:22,No,CHN,China,CHN.2_1,Beijing,NA,NA,nursing_home_closed,Nursing home/long-term care closures,2020-01-27,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"From January 27, 2020, all of the nursing home/longterm care centers are required to stop accepting new residents. Meanwhile, visitation is banned. Besides, the elderly living in the nursing home/longterm care are not allowed to leave the institution unless for seeking medical support. If the residents have to leave the nursing home for medical support, the staff should help them with personal physical protection and have them quarantined after coming back to the institution. As for the community nursing service center, they are required to stop providing service to the elderly outside the center.",http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200127_1621406.html,https://www.dropbox.com/s/hxtd94iuyel7fy3/598_nursing_home_closed.pdf?dl=1,Verified
599_gathering_size,599,Update,2020-04-05 22:36:00,No,CHN,China,CHN.2_1,Beijing,NA,NA,social_group_limits,Limiting size of gatherings,2020-01-29,recommended,Partially Implemented,geographic subpopulation,recommended,NA,NA,NA,NA,"This is the working plan of COVID19 prevention and disease controlling for communities and villages. In communities/villages where there is no case reported, residents are suggested to reduce family gatherings and social gatherings. No limits on the maximum number allowed to gather. In communities/villages where more than 2 cases infected by unknown sources within 14 days, the following measures can be taken to limit gathering depending on the situation, including market and assembly limiting or cancelling, cinema and internet cafe closure, as well as school closure, business closure and office closure.",http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200130_1621608.html,https://www.dropbox.com/s/tc5z9ck4xjb0ulx/599_social_group_limits.pdf?dl=1,Verified
602_nursery_school,602,Update,2020-04-05 22:03:06,No,ITA,Italy,ITA.5_1,Campania,NA,NA,school_closed,Nursery school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/557tbvbs0cer0w8/602_school_closed.pdf?dl=1,Unverified
602_primary_school,602,Update,2020-04-05 22:03:06,No,ITA,Italy,ITA.5_1,Campania,NA,NA,school_closed,Primary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/557tbvbs0cer0w8/602_school_closed.pdf?dl=1,Unverified
602_sec_school,602,Update,2020-04-05 22:03:06,No,ITA,Italy,ITA.5_1,Campania,NA,NA,school_closed,Secondary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/557tbvbs0cer0w8/602_school_closed.pdf?dl=1,Unverified
602_post_school,602,Update,2020-04-05 22:03:06,No,ITA,Italy,ITA.5_1,Campania,NA,NA,school_closed,Post-secondary school closures,2020-03-04,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/557tbvbs0cer0w8/602_school_closed.pdf?dl=1,Unverified
602_limit_mvt,602,Update,2020-04-05 21:59:23,No,ITA,Italy,ITA.5_1,Campania,NA,NA,limited_mvt,Limiting movement within borders,2020-03-09,partially restricted,Partially Implemented,entire population,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/vxd36j15v10bydp/602_limited_mvt.pdf?dl=1,Unverified
602_confinement,602,Update,2020-04-05 22:00:44,No,ITA,Italy,ITA.5_1,Campania,NA,NA,household_confined,Household confinement,2020-03-09,partially restricted,Partially Implemented,entire population,required,Yes,NA,NA,NA,NA,NA,https://www.dropbox.com/s/l2lvs73up8ary30/602_household_confined.pdf?dl=1,Unverified
602_longterm_care,602,Update,2020-04-05 22:03:28,No,ITA,Italy,ITA.5_1,Campania,NA,NA,nursing_home_closed,Nursing home/long-term care closures,2020-03-04,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/r8ng5orko5ulonn/602_nursing_home_closed.pdf?dl=1,Unverified
